Year,Science_Engineering_Field,SE_comparison,Broad_Field,Broad_Field_comparison,Field,Field_comparison,Recipients
1989,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,432
1989,Non-science and engineering,0,Humanities and arts,0,History,1,538
1989,Non-science and engineering,0,Humanities and arts,0,Letters,1,982
1989,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1568
1989,Non-science and engineering,0,Other,1,Total,0,1960
1989,Non-science and engineering,0,Other,0,Business management and administration,1,1066
1989,Non-science and engineering,0,Other,0,Communication,1,306
1989,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,588
1989,Science and engineering,1,Total,0,Total,0,22565
1989,Science and engineering,0,Engineering,1,Total,0,4543
1989,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,178
1989,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,115
1989,Science and engineering,0,Engineering,0,Chemical engineering,1,625
1989,Science and engineering,0,Engineering,0,Civil engineering,1,498
1989,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,995
1989,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,162
1989,Science and engineering,0,Engineering,0,Materials science engineering,1,257
1989,Science and engineering,0,Engineering,0,Mechanical engineering,1,650
1989,Science and engineering,0,Engineering,0,Other engineering,1,1063
1989,Science and engineering,0,Life sciences,1,Total,0,6410
1989,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1320
1989,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,4116
1989,Science and engineering,0,Life sciences,0,Health sciences,1,974
1989,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1471
1989,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,612
1989,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,859
1989,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,3916
1989,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,113
1989,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,87
1989,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,1970
1989,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,431
1989,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,154
1989,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1161
1989,Science and engineering,0,Psychology and social sciences,1,Total,0,6225
1989,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,325
1989,Science and engineering,0,Psychology and social sciences,0,Economics,1,898
1989,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,928
1989,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,430
1989,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3208
1989,Science and engineering,0,Psychology and social sciences,0,Sociology,1,436
1989,Total,0,Total,0,All fields,1,34325
1990,Non-science and engineering,1,Total,0,Total,0,12376
1990,Non-science and engineering,0,Education,1,Total,0,6509
1990,Non-science and engineering,0,Education,0,Education administration,1,1664
1990,Non-science and engineering,0,Education,0,Education research,1,2439
1990,Non-science and engineering,0,Education,0,Other education,1,1065
1990,Non-science and engineering,0,Education,0,Teacher education,1,419
1990,Non-science and engineering,0,Education,0,Teaching fields,1,922
1990,Non-science and engineering,0,Humanities and arts,1,Total,0,3854
1990,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,512
1990,Non-science and engineering,0,Humanities and arts,0,History,1,612
1990,Non-science and engineering,0,Humanities and arts,0,Letters,1,1060
1990,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1670
1990,Non-science and engineering,0,Other,1,Total,0,2013
1990,Non-science and engineering,0,Other,0,Business management and administration,1,1036
1990,Non-science and engineering,0,Other,0,Communication,1,323
1990,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,654
1990,Science and engineering,1,Total,0,Total,0,23689
1990,Science and engineering,0,Engineering,1,Total,0,4894
1990,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,192
1990,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,129
1990,Science and engineering,0,Engineering,0,Chemical engineering,1,561
1990,Science and engineering,0,Engineering,0,Civil engineering,1,505
1990,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1110
1990,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,151
1990,Science and engineering,0,Engineering,0,Materials science engineering,1,307
1990,Science and engineering,0,Engineering,0,Mechanical engineering,1,773
1990,Science and engineering,0,Engineering,0,Other engineering,1,1166
1990,Science and engineering,0,Life sciences,1,Total,0,6655
1990,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1371
1990,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,4328
1990,Science and engineering,0,Life sciences,0,Health sciences,1,956
1990,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1597
1990,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,705
1990,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,892
1990,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4212
1990,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,128
1990,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,83
1990,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2100
1990,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,464
1990,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,172
1990,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1265
1990,Science and engineering,0,Psychology and social sciences,1,Total,0,6331
1990,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,324
1990,Science and engineering,0,Psychology and social sciences,0,Economics,1,862
1990,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,974
1990,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,462
1990,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3281
1990,Science and engineering,0,Psychology and social sciences,0,Sociology,1,428
1990,Total,0,Total,0,All fields,1,36065
1991,Non-science and engineering,1,Total,0,Total,0,12636
1991,Non-science and engineering,0,Education,1,Total,0,6454
1991,Non-science and engineering,0,Education,0,Education administration,1,1913
1991,Non-science and engineering,0,Education,0,Education research,1,2354
1991,Non-science and engineering,0,Education,0,Other education,1,806
1991,Non-science and engineering,0,Education,0,Teacher education,1,408
1991,Non-science and engineering,0,Education,0,Teaching fields,1,973
1991,Non-science and engineering,0,Humanities and arts,1,Total,0,4053
1991,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,498
1991,Non-science and engineering,0,Humanities and arts,0,History,1,663
1991,Non-science and engineering,0,Humanities and arts,0,Letters,1,1204
1991,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1688
1991,Non-science and engineering,0,Other,1,Total,0,2129
1991,Non-science and engineering,0,Other,0,Business management and administration,1,1163
1991,Non-science and engineering,0,Other,0,Communication,1,332
1991,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,634
1991,Science and engineering,1,Total,0,Total,0,24894
1991,Science and engineering,0,Engineering,1,Total,0,5213
1991,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,206
1991,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,149
1991,Science and engineering,0,Engineering,0,Chemical engineering,1,621
1991,Science and engineering,0,Engineering,0,Civil engineering,1,509
1991,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1206
1991,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,165
1991,Science and engineering,0,Engineering,0,Materials science engineering,1,361
1991,Science and engineering,0,Engineering,0,Mechanical engineering,1,762
1991,Science and engineering,0,Engineering,0,Other engineering,1,1234
1991,Science and engineering,0,Life sciences,1,Total,0,6967
1991,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1277
1991,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,4649
1991,Science and engineering,0,Life sciences,0,Health sciences,1,1041
1991,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1838
1991,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,800
1991,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1038
1991,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4406
1991,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,125
1991,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,108
1991,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2194
1991,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,544
1991,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,149
1991,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1286
1991,Science and engineering,0,Psychology and social sciences,1,Total,0,6470
1991,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,341
1991,Science and engineering,0,Psychology and social sciences,0,Economics,1,885
1991,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1095
1991,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,434
1991,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3250
1991,Science and engineering,0,Psychology and social sciences,0,Sociology,1,465
1991,Total,0,Total,0,All fields,1,37530
1992,Non-science and engineering,1,Total,0,Total,0,13270
1992,Non-science and engineering,0,Education,1,Total,0,6677
1992,Non-science and engineering,0,Education,0,Education administration,1,1984
1992,Non-science and engineering,0,Education,0,Education research,1,2503
1992,Non-science and engineering,0,Education,0,Other education,1,775
1992,Non-science and engineering,0,Education,0,Teacher education,1,407
1992,Non-science and engineering,0,Education,0,Teaching fields,1,1008
1992,Non-science and engineering,0,Humanities and arts,1,Total,0,4387
1992,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,562
1992,Non-science and engineering,0,Humanities and arts,0,History,1,724
1992,Non-science and engineering,0,Humanities and arts,0,Letters,1,1278
1992,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1823
1992,Non-science and engineering,0,Other,1,Total,0,2206
1992,Non-science and engineering,0,Other,0,Business management and administration,1,1248
1992,Non-science and engineering,0,Other,0,Communication,1,330
1992,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,628
1992,Science and engineering,1,Total,0,Total,0,25616
1992,Science and engineering,0,Engineering,1,Total,0,5438
1992,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,234
1992,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,147
1992,Science and engineering,0,Engineering,0,Chemical engineering,1,607
1992,Science and engineering,0,Engineering,0,Civil engineering,1,540
1992,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1278
1992,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,196
1992,Science and engineering,0,Engineering,0,Materials science engineering,1,365
1992,Science and engineering,0,Engineering,0,Mechanical engineering,1,855
1992,Science and engineering,0,Engineering,0,Other engineering,1,1216
1992,Science and engineering,0,Life sciences,1,Total,0,7172
1992,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1261
1992,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,4799
1992,Science and engineering,0,Life sciences,0,Health sciences,1,1112
1992,Science and engineering,0,Mathematics and computer sciences,1,Total,0,1927
1992,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,869
1992,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1058
1992,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4517
1992,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,134
1992,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,120
1992,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2213
1992,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,474
1992,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,173
1992,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1403
1992,Science and engineering,0,Psychology and social sciences,1,Total,0,6562
1992,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,320
1992,Science and engineering,0,Psychology and social sciences,0,Economics,1,910
1992,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1062
1992,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,513
1992,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3262
1992,Science and engineering,0,Psychology and social sciences,0,Sociology,1,495
1992,Total,0,Total,0,All fields,1,38886
1993,Non-science and engineering,1,Total,0,Total,0,13351
1993,Non-science and engineering,0,Education,1,Total,0,6689
1993,Non-science and engineering,0,Education,0,Education administration,1,2123
1993,Non-science and engineering,0,Education,0,Education research,1,2446
1993,Non-science and engineering,0,Education,0,Other education,1,749
1993,Non-science and engineering,0,Education,0,Teacher education,1,428
1993,Non-science and engineering,0,Education,0,Teaching fields,1,943
1993,Non-science and engineering,0,Humanities and arts,1,Total,0,4409
1993,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,575
1993,Non-science and engineering,0,Humanities and arts,0,History,1,726
1993,Non-science and engineering,0,Humanities and arts,0,Letters,1,1328
1993,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1780
1993,Non-science and engineering,0,Other,1,Total,0,2253
1993,Non-science and engineering,0,Other,0,Business management and administration,1,1281
1993,Non-science and engineering,0,Other,0,Communication,1,321
1993,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,651
1993,Science and engineering,1,Total,0,Total,0,26449
1993,Science and engineering,0,Engineering,1,Total,0,5698
1993,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,228
1993,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,171
1993,Science and engineering,0,Engineering,0,Chemical engineering,1,624
1993,Science and engineering,0,Engineering,0,Civil engineering,1,563
1993,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1354
1993,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,236
1993,Science and engineering,0,Engineering,0,Materials science engineering,1,416
1993,Science and engineering,0,Engineering,0,Mechanical engineering,1,902
1993,Science and engineering,0,Engineering,0,Other engineering,1,1204
1993,Science and engineering,0,Life sciences,1,Total,0,7463
1993,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1174
1993,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5092
1993,Science and engineering,0,Life sciences,0,Health sciences,1,1197
1993,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2026
1993,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,880
1993,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1146
1993,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4402
1993,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,145
1993,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,99
1993,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2137
1993,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,454
1993,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,168
1993,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1399
1993,Science and engineering,0,Psychology and social sciences,1,Total,0,6860
1993,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,342
1993,Science and engineering,0,Psychology and social sciences,0,Economics,1,930
1993,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1148
1993,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,507
1993,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3420
1993,Science and engineering,0,Psychology and social sciences,0,Sociology,1,513
1993,Total,0,Total,0,All fields,1,39800
1994,Non-science and engineering,1,Total,0,Total,0,13730
1994,Non-science and engineering,0,Education,1,Total,0,6711
1994,Non-science and engineering,0,Education,0,Education administration,1,2000
1994,Non-science and engineering,0,Education,0,Education research,1,2528
1994,Non-science and engineering,0,Education,0,Other education,1,822
1994,Non-science and engineering,0,Education,0,Teacher education,1,401
1994,Non-science and engineering,0,Education,0,Teaching fields,1,960
1994,Non-science and engineering,0,Humanities and arts,1,Total,0,4695
1994,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,594
1994,Non-science and engineering,0,Humanities and arts,0,History,1,801
1994,Non-science and engineering,0,Humanities and arts,0,Letters,1,1379
1994,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1921
1994,Non-science and engineering,0,Other,1,Total,0,2324
1994,Non-science and engineering,0,Other,0,Business management and administration,1,1283
1994,Non-science and engineering,0,Other,0,Communication,1,371
1994,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,670
1994,Science and engineering,1,Total,0,Total,0,27304
1994,Science and engineering,0,Engineering,1,Total,0,5820
1994,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,230
1994,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,173
1994,Science and engineering,0,Engineering,0,Chemical engineering,1,630
1994,Science and engineering,0,Engineering,0,Civil engineering,1,601
1994,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1438
1994,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,228
1994,Science and engineering,0,Engineering,0,Materials science engineering,1,433
1994,Science and engineering,0,Engineering,0,Mechanical engineering,1,883
1994,Science and engineering,0,Engineering,0,Other engineering,1,1204
1994,Science and engineering,0,Life sciences,1,Total,0,7800
1994,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1301
1994,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5203
1994,Science and engineering,0,Life sciences,0,Health sciences,1,1296
1994,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2021
1994,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,903
1994,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1118
1994,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4740
1994,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,144
1994,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,129
1994,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2257
1994,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,479
1994,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,183
1994,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1548
1994,Science and engineering,0,Psychology and social sciences,1,Total,0,6923
1994,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,384
1994,Science and engineering,0,Psychology and social sciences,0,Economics,1,939
1994,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1107
1994,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,589
1994,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3379
1994,Science and engineering,0,Psychology and social sciences,0,Sociology,1,525
1994,Total,0,Total,0,All fields,1,41034
1995,Non-science and engineering,1,Total,0,Total,0,14084
1995,Non-science and engineering,0,Education,1,Total,0,6648
1995,Non-science and engineering,0,Education,0,Education administration,1,1974
1995,Non-science and engineering,0,Education,0,Education research,1,2576
1995,Non-science and engineering,0,Education,0,Other education,1,784
1995,Non-science and engineering,0,Education,0,Teacher education,1,390
1995,Non-science and engineering,0,Education,0,Teaching fields,1,924
1995,Non-science and engineering,0,Humanities and arts,1,Total,0,5040
1995,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,639
1995,Non-science and engineering,0,Humanities and arts,0,History,1,889
1995,Non-science and engineering,0,Humanities and arts,0,Letters,1,1548
1995,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,1964
1995,Non-science and engineering,0,Other,1,Total,0,2396
1995,Non-science and engineering,0,Other,0,Business management and administration,1,1330
1995,Non-science and engineering,0,Other,0,Communication,1,381
1995,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,685
1995,Science and engineering,1,Total,0,Total,0,27663
1995,Science and engineering,0,Engineering,1,Total,0,6008
1995,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,252
1995,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,189
1995,Science and engineering,0,Engineering,0,Chemical engineering,1,602
1995,Science and engineering,0,Engineering,0,Civil engineering,1,572
1995,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1513
1995,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,284
1995,Science and engineering,0,Engineering,0,Materials science engineering,1,476
1995,Science and engineering,0,Engineering,0,Mechanical engineering,1,917
1995,Science and engineering,0,Engineering,0,Other engineering,1,1203
1995,Science and engineering,0,Life sciences,1,Total,0,7998
1995,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1293
1995,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5376
1995,Science and engineering,0,Life sciences,0,Health sciences,1,1329
1995,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2187
1995,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,997
1995,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1190
1995,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4540
1995,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,173
1995,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,130
1995,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2162
1995,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,430
1995,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,166
1995,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1479
1995,Science and engineering,0,Psychology and social sciences,1,Total,0,6930
1995,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,375
1995,Science and engineering,0,Psychology and social sciences,0,Economics,1,979
1995,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1008
1995,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,599
1995,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3429
1995,Science and engineering,0,Psychology and social sciences,0,Sociology,1,540
1995,Total,0,Total,0,All fields,1,41747
1996,Non-science and engineering,1,Total,0,Total,0,14032
1996,Non-science and engineering,0,Education,1,Total,0,6785
1996,Non-science and engineering,0,Education,0,Education administration,1,2165
1996,Non-science and engineering,0,Education,0,Education research,1,2699
1996,Non-science and engineering,0,Education,0,Other education,1,686
1996,Non-science and engineering,0,Education,0,Teacher education,1,371
1996,Non-science and engineering,0,Education,0,Teaching fields,1,864
1996,Non-science and engineering,0,Humanities and arts,1,Total,0,4982
1996,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,605
1996,Non-science and engineering,0,Humanities and arts,0,History,1,857
1996,Non-science and engineering,0,Humanities and arts,0,Letters,1,1493
1996,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2027
1996,Non-science and engineering,0,Other,1,Total,0,2265
1996,Non-science and engineering,0,Other,0,Business management and administration,1,1279
1996,Non-science and engineering,0,Other,0,Communication,1,389
1996,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,597
1996,Science and engineering,1,Total,0,Total,0,28405
1996,Science and engineering,0,Engineering,1,Total,0,6309
1996,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,287
1996,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,220
1996,Science and engineering,0,Engineering,0,Chemical engineering,1,681
1996,Science and engineering,0,Engineering,0,Civil engineering,1,600
1996,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1501
1996,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,259
1996,Science and engineering,0,Engineering,0,Materials science engineering,1,472
1996,Science and engineering,0,Engineering,0,Mechanical engineering,1,947
1996,Science and engineering,0,Engineering,0,Other engineering,1,1342
1996,Science and engineering,0,Life sciences,1,Total,0,8337
1996,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1289
1996,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5724
1996,Science and engineering,0,Life sciences,0,Health sciences,1,1324
1996,Science and engineering,0,Mathematics and computer sciences,1,Total,0,2042
1996,Science and engineering,0,Mathematics and computer sciences,0,Computer and information sciences,1,920
1996,Science and engineering,0,Mathematics and computer sciences,0,Mathematics and statistics,1,1122
1996,Science and engineering,0,Physical sciences and earth sciences,1,Total,0,4550
1996,Science and engineering,0,Physical sciences and earth sciences,0,Astronomy and astrophysics,1,192
1996,Science and engineering,0,Physical sciences and earth sciences,0,Atmospheric science and meteorology,1,125
1996,Science and engineering,0,Physical sciences and earth sciences,0,Chemistry,1,2149
1996,Science and engineering,0,Physical sciences and earth sciences,0,Geological sciences,1,421
1996,Science and engineering,0,Physical sciences and earth sciences,0,Ocean and marine sciences,1,178
1996,Science and engineering,0,Physical sciences and earth sciences,0,Physics,1,1485
1996,Science and engineering,0,Psychology and social sciences,1,Total,0,7167
1996,Science and engineering,0,Psychology and social sciences,0,Anthropology,1,397
1996,Science and engineering,0,Psychology and social sciences,0,Economics,1,1008
1996,Science and engineering,0,Psychology and social sciences,0,Other social sciences,1,1129
1996,Science and engineering,0,Psychology and social sciences,0,Political science and government,1,622
1996,Science and engineering,0,Psychology and social sciences,0,Psychology,1,3494
1996,Science and engineering,0,Psychology and social sciences,0,Sociology,1,517
1996,Total,0,Total,0,All fields,1,42437
1997,Non-science and engineering,1,Total,0,Total,0,14052
1997,Non-science and engineering,0,Education,1,Total,0,6577
1997,Non-science and engineering,0,Education,0,Education administration,1,2050
1997,Non-science and engineering,0,Education,0,Education research,1,2695
1997,Non-science and engineering,0,Education,0,Other education,1,622
1997,Non-science and engineering,0,Education,0,Teacher education,1,291
1997,Non-science and engineering,0,Education,0,Teaching fields,1,919
1997,Non-science and engineering,0,Humanities and arts,1,Total,0,5285
1997,Non-science and engineering,0,Humanities and arts,0,Foreign languages and literature,1,652
1997,Non-science and engineering,0,Humanities and arts,0,History,1,965
1997,Non-science and engineering,0,Humanities and arts,0,Letters,1,1550
1997,Non-science and engineering,0,Humanities and arts,0,Other humanities and arts,1,2118
1997,Non-science and engineering,0,Other,1,Total,0,2190
1997,Non-science and engineering,0,Other,0,Business management and administration,1,1245
1997,Non-science and engineering,0,Other,0,Communication,1,331
1997,Non-science and engineering,0,Other,0,Non-S&E fields not elsewhere classified,1,614
1997,Not available,1,Total,0,Total,0,1
1997,Not available,0,Not available,1,Total,0,1
1997,Not available,0,Not available,0,Not available,1,1
1997,Science and engineering,1,Total,0,Total,0,28486
1997,Science and engineering,0,Engineering,1,Total,0,6114
1997,Science and engineering,0,Engineering,0,"Aerospace, aeronautical, and astronautical engineering",1,273
1997,Science and engineering,0,Engineering,0,Bioengineering and biomedical engineering,1,211
1997,Science and engineering,0,Engineering,0,Chemical engineering,1,662
1997,Science and engineering,0,Engineering,0,Civil engineering,1,592
1997,Science and engineering,0,Engineering,0,"Electrical, electronics, and communications engineering",1,1460
1997,Science and engineering,0,Engineering,0,Industrial and manufacturing engineering,1,246
1997,Science and engineering,0,Engineering,0,Materials science engineering,1,483
1997,Science and engineering,0,Engineering,0,Mechanical engineering,1,929
1997,Science and engineering,0,Engineering,0,Other engineering,1,1258
1997,Science and engineering,0,Life sciences,1,Total,0,8421
1997,Science and engineering,0,Life sciences,0,Agricultural sciences and natural resources,1,1212
1997,Science and engineering,0,Life sciences,0,Biological and biomedical sciences,1,5788
